OverallRating,Comments,FeedbackCategory,Subcategory
4,"I would love the flyers to be sent out again. It is a great way to help those purchase books, by seeing the item.",,
3,It isn't easy to find my teacher's code so that I can order through her classroom.,,
5,students really love it when they get their books.,,
5,"I went in today to modify my profile for my new school & role. I wish there was a way that I could indicate that I am not a classroom teacher, I am a support specialist. I still order books to use with students, but I don't need you to send me class flyers.  Is there a way for me to do this?",,
5,couldn't find certain books,,
4,A little difficult to apply a coupon and use it- but I figured it out.,,
1,dogs are cute,,
5,"I find the site hard to navigate.  The collections can sometimes be helpful, but it would be nice to be able to just look through all titles at once.",,
4,"If connect to the teacher, should not require sign up process.",,
3,All were good,,
4,It timed out and did not keep what I had done. I had to re-enter everything.,,
3,"You have to know the code, or which specific teacher's name to order under and then you make an account?  Does not make any sense!  You cannot even browse through books on the flyer you were handed, that did not have a code printed on it!!!",,
2,"I struggling with ordering simply because there isn't enough variety.  I'd like to see more stable books offered instead of bandwagon books that don't last the test of time.  Also, the prices are so high parents don't even want me to bother with sending out class orders.  I always hope I'll find something for my classroom, but that is getting very hard to do anymore.",,
5,This visit to the site was to get a game plan for which books I will be purchasing within a day or so...I just didn't purchase any at this moment.,,
1,cant find teacher and no code,,
3,I am sad that there are no longer packs of 10 books for $10.  I used these packs for all students to get a free book.,,
4,I cannot print or download the parent letter.,,
5,Some of the digital flyers would not load to view.,,
5,"Wonderful bundles and prices, thank you!",,
5,I kept going to book fair vs book club. but I found my way and items,,
4,"One of the sets of books that a student wanted to order is out of stock. I will check back later. It is the Who would win, rumble 6 pack. Item number 42G1 for $22.",,
5,Great to be able to easily enter the code from the paper classroom flyer,,
4,"I had to search around to find where to enter the class code but other than that, the visit to your site was seamless.",,
4,The price used to be 50 cents less on line. Disappointed that they are the same price now.,,
5,Very easy to use.,,
4,"once i find this site it's ok.  but there are like two scholastic sites that i can't differentiate and i can't find the books on one of them, but they are almost exactly alike.  i hate that.",,
5,My students enjoy the book selection and i enjoy the ease of ordering and the digital platform.,,
5,will enter order soon - just waiting to see if my mom wants to order anything too,,
3,"I struggled with the bundled options, its not easy to see details about each book.  Picture shows 4 books when there are 5- its a bit confusing.",,
1,I s till do not know how to submit an order with money brought to me by a student that is in cash - I have to pay out of pocket up front for this?,,
4,"It would be great if teachers/parents could search by price (for example in the search bar enter ""$1"" and all the $1 books came up)",,
4,The button to SEE ALL in a section doesn't stand out easily,,
5,Easy to use and search for titles.,,
5,"Site is easy to navigate. However, I did not see the bonus catalog section. I will look when I submit order on Wednesday.  Thanks for the $1.00 book section. helps me with birthday books and holiday books.",,
4,It would be great if you had a way to sort by price or browse for books below a certain price point.,,
5,Reading gonna helps your child to be smarter.,,
5,"My only problem is the shipping fee with paper orders under $25.  I teach at a school with lower income families and very few are able to buy books, and when a couple do, then I'm left to pay the shipping which is not fully fair.",,
5,Na,,
3,Easy and straightforward,,
3,"Order links from the magazine is very quick and easy! I do not know if this is a new feature or not, but it is brilliant.",,
3,cant search for a book,,
3,I love scholastic books!,,
5,I have enjoyed Scholastic book orders since I was a child myself.  I have been ordering for 31 years as a teacher.,,
4,Would perfer a long list (with pictures) of the books you offer. Categorizing them doesn't always make things easier. I kept seeing the same 15 books. Sure there are more.,,
4,I need to make my status inactive.  I do not need any flyers right now and need to stop them from being mailed to me at my school.,,
2,The website is very difficult to navigate to find where to add funds to my childrens account for shopping at their book fair in person.  Links from the email just direct to the log in page and donâ€™t get to where you are trying to go.  It would be nice to have a feature that would provide a link for family members to fund their book shopping account as well.,,
5,Very easy to navigate. :),,
4,"I wish there was a way to search or sort by price. For example, as a parent (or a teacher) looking to build my library on a tight budget, I'd love to search for all the $5 and under books. Or knowing that Scholastic has dollar deals, all the $2 books.",,
3,I love this site. It's so convenient.,,
3,Just initial navigation is a little confusing,,
4,The way the free book code needed to be entered was a bit confusing. I ended up ordering two copies of the same book.,,
5,"I am hoping that orders will be delivered in a more timely fashion this year.  Last year, orders would take up to three weeks to process and parents were getting upset.  I am hoping there will be a faster turn around time this year.",,
3,There is always a good selection of books for any reading level.,,
4,"trying to figure out how many bonus points I have  *thank you for all the great prices, bonuses, shipping :)",,
3,great website. always a deal. love the website.,,
1,It was difficult to find the site.  I was redirected several times to other scholastic sites.  Your book selections are very political.  I just want to get my kid a story book.,,
5,I am hoping that shipping is a lot more timely this year.  I quit ordering last year(after 35 years of book ordering) because of the shipping time.  (I was embarassed in front of my class),,
3,"Three parents told me they placed an order, I dont' see it.",,
4,"My school is not the right school, even though it's the right teacher.",,
1,The page is stuck on the check out screen  Very frustrating,,
5,THANK YOU!,,
5,Came to check on student order that was shipped- wrong set of books was sent.  I will be contacting customer service again as this is the 2nd time it happened this year.,,
2,Changing teacher is a nightmare on site.,,
5,Very easy to use.,,
3,Finding my class information (i.e. when a due date is) has been a little difficult to find.,,
5,I have used Scholastic Book Clubs when I taught before and I absolutely loved the deals and freebies!,,
4,"I had a lot of problems with orders last year and was very frustrated with Scholastic.  I had a shipment get lost, a shipment go to a school I haven't taught at for 8 years, and shipping delays like crazy.",,
5,Just checking on student orders submitted online.  I will submit them on Friday.,,
5,I love scholastic book club. It has been a slow start after the pandemic but I am hoping this year will blossom with readers!    I loved your videos they were so helpful in doing the things I needed to get done!,,
5,"Kindly watch the woke content.  You have a duty to provide wholesome, unbiased literature to our children.  It's a powerful position to be in, please respect it.",,
2,It is hard to find the electronic wallet to add additional money.,,
4,I am surprised that my customer number was changed.  It was the same number for years.  Why did it change and did everything from my old account merge or do I have 2 accounts?,,
3,It's really easy to fin books in this website.,,
4,Could improve selecting free books earned when checking out by adding photos of items,,
5,Adding to wish lists so that when I can get class codes (teachers haven't been updated for this year).,,
3,"I tried on my phone to enter a free book and submit my order,but it did not work so I went on my computer and tried and it worked.",,
1,It said general error.,,
2,Very hard to find the link for parents and the school book order.,,
3,"I am truly not trying to sound negative or that I'm complaining, but your website is incredibly difficult to navigate. There are WAY to many things to look on every page that I go to. Perhaps student orders can show up as JUST their names with a drop down option if you want to see what they've ordered? I don't know... it's just really challenging every time I come to this site. Like I said, I'm NOT trying to complain... I LOVE children's books and I LOVE promoting them. I just have a really hard time on your website. Thank you",,
4,Good selection of books for children - to honor themselves and others,,
3,I can't find filters and I wanted to filter by price.,,
4,I was just checking my parent online orders. They are due by tomorrowâ€¦and I will submit together then.,,
5,I am so excited to get  books for my kids:),,
3,Very easy using code from the flyer that preschool sent home,,
5,Amazing,,
1,"PS, not buying any books on here until you provide more unifying, less divisive subject matter.",,
1,"Too much anti-American content or divisive material on here.  I could not find any material on pride in country, being a responsible American citizen, or Founding principles.  If Scholastic cannot expand its subject matter, Iâ€™d rather not receive this newsletter.     Do better.",,
2,"Very slow, site freezing.",,
4,I was unable to find the book packs listed on the cover pages of the flyers sent to me.  I wasn't sure where to find them.   It was also difficult to see the text when I was viewing sample pages.  Sometimes I was able to get it to zoom in on the words by moving my mouse over and sometimes it would not.   It was also frustrating to have to keep clicking on the see full details button to read a description of the story.,,
5,Keep up the great workd!,,
5,This site seems to work very well. I DO wish that when I chose my free $5.00 book that I would have been given the option to choose the book OR make an additional donation to the donation area. Spread even more of the love!,,
5,love the online ordering for parents    keeps it so simple,,
5,very user friendly and easy to navigate!,,
5,happy you except Paypal. Makes it very user friendly.,,
3,"I read the tutorial, but found it a little difficult to navigate the site and look at books. After I ordered I realized there were a LOT more books to choose from than I had seen. Oh well, next time. The prices are good. Not all books had a description of the story",,
4,None at this time,,
3,I couldn't find the place to select my $10 in free books :(,,
4,I hope the shipping issues are resolved.,,
5,WE LOVE YOUR BOOKS!,,
5,Ordering was fast and easy.  Thank you!,,
1,Rested an account one for each child then could not get to a place to order for youngest. I was stuck at the oldest.   Will go out and try again,,
3,I had trouble viewing the digital flyer.,,
4,Need to make sure that I will be receiving my flyers at my site this year for each month. They did not come directly to me but came in bundles with other schools from the district in it. I often missed the flyers altogether because they never arrived at our site and I would have to call scholastic to send the flyers directly to me and that took a few days for them to arrive.,,
5,Site is easy to navigate.,,
3,"Promo code did not work for the $25.00 order and get a free $5 book.  Also, it would have been nice to check out as a guest as I do not want to receive emails from Scholastic.",,
5,I liked being able to type the item number from the paper order form into the search box.,,
3,"I am unsure if I sent the email to parents. I was in the middle of adding students and I was told that my time expired. However, when entering names, I thought I could download the list but I saw that all those names came up as one student. Then, I could not delete my error so I had to continue and add students  one at a time. This involved typing name, clicking add, having to click in box again to type another name., etc. Then time expired and I do not know what students I have listed.   I did not continue because it would take more time.    I did share the SBC to 2 of our new colleagues. I hope they do not get discouraged.",,
3,Very slow to load,,
5,Very easy to order books,,
4,"The hover behavior where it opens a dialog when you're in the catalog view is a little weird, but it works.    Tried to search for ""how it's built"" books, and the search definitely seems like it could use improvement. No results for ""sailboat"" even though there's a sailboat book in there.",,
5,"Wish SBC would reinstate delivery to home, again.  It would make this book fairy's life easier, but I can work it out with the teachers.",,
4,"Below ,in this survey , you asked me if I need assistance ( which I don't ) , then my email was required regardless. Why?",,
4,Just deleting names from my contact list...it didn't transfer over nicely or communicate with google well.,,
4,One of my students did not get a book she ordered.,,
3,"I find that I often get redirected to the teacher store, when all I want is to order books through the book orders. I saw the flyers advertising a lot of 6 books for $7.00, which is so helpful for my book clubs, and I was just trying to see what other titles were offered in that same deal. It was hard to find that.",,
5,Love this program!!,,
4,"The site is pretty easy to get around on.  I do like that you tell us right away if a book is out of stock.  Then we can just let the families know, and there is not this long wait time, like last year.  Thank you!",,
4,"Just that a book was ""out of stock""",,
5,"I completed the survery before I was able to put in my order for it popped up as I was about to do the order/bonus part of the website. The survey should come up at the end, not at the start.",,
5,"I plan to submit an order today, but I'm not done shopping",,
4,"It was difficult to access the dollar books, even though I had earned them.  Also tough to gain access to the visa funds I had from last year.",,
1,was trying to find my Bonus Points #.    I  want to know IF I can transfer my balance of points to another Teacher  at a different school.  I am retiring & dont need them.,,
5,Love Scholastic!,,
4,"My daughter is in a dual language program at school.  She has half the day in spanish. I wish that the Leo flier was more often. I know it used to be almost every month. Now  (unless that has changed this year)  it is only twice a year.  I think you should market your Leo flier to teachers that are DLI. Spanish books are more expensive (in my experience) and most of my child's teachers are new since the program is new to our school.  Also, I have really noticed that the prices on everything have gone up. I suppose it is due to the state of the world, but it makes me sad.",,
5,East experience,,
3,There were so many pop ups and notifications it was hard to see where I had to go and where to enter the actual order. Please make it more user friendly. thank you,,
5,I love your site! So easy to use.,,
1,"My child is added to my teacher/school within ""My Account, My Children"" in our profile. However, no option comes up for me to ""add his name"" to each book at checkout. No matter what I try to add to my cart, when I go to the cart it's always empty w/an alert in red to assign my child to each book. Very frustrating! I've tried removing my child & adding him back to his teacher/school & that didn't work. I'm not going to create a new account because I've ordered with no issue last year. I don't want to assign a new e-mail address just to order. I've tried both on my iphone and on two computers and nothing works.",,
3,Purchasing the books I wanted was easy and quick.,,
4,I wish that you could also search for books by price.  I often have money to spend (earned rewards) and sometimes difficult to spend the exact amount.  Being able to search by price would help with this process.,,
3,I would love to be able to search books by reading level (vs. age level).,,
5,easy,,
4,it logged me out after a few minutes of inactivity but once i logged back in all my items were still in my shopping cart,,
4,sad that scholastic got rid of the 50 cents cheaper when ordering online,,
3,"I have been using Scholastic for years and I am currently having a difficult time recommending books to my kindergarten families.  The prices have increased tremendously, while the selection has decreased.  I'm hoping that you will offer most books in the $3 - $4 range with a few choices in the $2 range.  You are also offering books in packs, but not offering the titles separately.  I won't buy the pack when I already have most titles.",,
3,"Maybe I am just missing it, but I really wish I could find books by the skill level of the reader better. My son has dyslexia and isn't reading at his grade level, so it makes finding books for him on this site difficult.",,
4,I wanted to use bonus points to buy a book but the system charged instead of using the bonus points. I ended up deleting the book.  Hopefully I can order it with the bonus points next month.,,
3,a little confusing which program is which and where to go to just order and look at books,,
5,"I haven't tried to get those catalogues yet, so I'm not sure if I'll be successful.",,
5,Very easy to use site! Love how we could shop the flyer so easily!,,
4,It's not user friendly unless you are knowledgeable with the site,,
5,Love the updates made to this site. Easy to navigate and you have  created a more interesting site to peruse.,,
4,Some parts wouldn't load. It would also be nice if you could add to cart straight from the brochure page,,
5,"I love all the books you have, and very affordable.",,
3,"When my account pulls up, it pulls up to my parent account.  I want it to pull up to my teacher account.  I guess I will have to cancel the parent account because otherwise I have to try to figure out how to see student orders- it's not very user friendly.    When you pull up the flyer view, it won't let you go to the next page if you zoom in to look at anything.  You should still be able to click the arrow to turn the page even if you zoom in to see a book description instead of going all the way out and starting over.",,
4,Would like option to have a quick translated Spanish version  of the Family Letter - Could not find.  Thank you   -    The website gets improved each year - and teachers/parents really appreciate that.,,
5,I'm just pre shopping of our next book order for Christmas gift ideas.,,
4,I work in the school library and would like to have the links to several age group flyers available in the email that gets auto created.,,
3,"Some of the features on the website are a little difficult to manage on various devices--the popups (while helpful at times) often get in the way of the task at hand.  The website was very difficult to use on an iPad, but much better on a laptop.",,
4,It's hard to find the exact books on the teacher's list.,,
5,First time on the site and I love it. Will come back to the site with my wife and child to pick out a few books. Thank you.,,
5,"Worked great, as usual!",,
3,you don't save .50 on books ordering online and you have to pay tax.,,
5,Very easy to navigate.,,
3,"I would appreciate an easier way to look at the flyers...maybe in alphabetical list for with a picture of the book  beside each listing.    It would also be wonderful if there were more books available with a Christian theme, especially at Christmas and Easter.",,
2,"Historically, I find the Scholastic Book Club site very challenging to navigate",,
3,I have parents who place book orders after I have submitted the order.  It is less than 12 hours after I have done so and the parents are told their child's order will be shipped in October.  He then calls and is on the phone for over 30 minutes.  Why do you make it so difficult to place orders?  My class order is still processing so why is it even an issue?    Please email me.  I had another parent place an order a day later.  Will that order be sent with my class order?,,
1,"The site loads slowly, shows books I don't click on. The digital flyer is clever but not user-friendly. At all. A different format (maybe that looks less likely the flyer) would work better.",,
1,"The interface takes me in circles when I'm trying to find something. It has always been challenging to have a teacher and parent account simultaneously, they do not pair well together. Very frustrated that my account is under a parent and I have no way to change it to an educator. I just want flyers to send to my students and have no way to access it or request flyers.",,
4,I wish you would not charge tax (just have it already added in the book price). Also I miss getting a receipt with my order.,,
3,"It's frustrating to not be able to get the next book in a series. For example, the Wings of Fire. My daughter read the first one to see if she liked it but we don't want the set because we already have the first one. We just want the second book, but will have to get it somewhere else.  Thanks",,
5,This was the easiest and fastest website that I've ever visited and purchased from.,,
4,Didn't place the order today because the due date is next week.,,
5,"I love all the books you have, and very affordable.",,
1,"I can't add anything to my cart!  I click the black ADD TO CART button, and a pop-up says the item is added, but when I go to the cart it is empty.  This site is useless.",,
3,I am not able to find the scholastic code for families to use online to shop from my classroom,,
4,Itâ€™s difficult to swipe right and see all the books in a category.,,
5,I love Scholastic!,,
3,This book club has been around since I was a child and am glad it continues on for our child today. That is over 20 years of amazing service to bringing books into our home. Thank you,,
1,"Every time I add a book to cart, I get a pop-up that says added to cart, but then the cart is still empty.",,
4,It just took me a while to find the dollar section that was available to me.  I hope that the books do not take as long as last year to arrive!,,
2,"I can't find two students who placed an order.  My cart is empty, but it says I have two students who ordered.  I really hope this isn't a repeat of last year when I waited from Sept. to the end of Nov. for my first book order....",,
5,Thank you,,
4,the books are more expensive than Amazon,,
5,Easy to do!,,
2,"I am a sub trying to place an order under the teachers name, however I couldn't do that successfully so I used my account from prior teaching.  So much hassle.",,
5,Everything was easy to navigate!  Thank you!,,
5,Easy clicks! Excellent! Rate A++++,,
4,It would be nice to shop by flyer without having to download every flyer,,
4,"The website (and this could be operator error) would get stuck as I was trying to place the orders.  It would not let me scroll down the list of the catelog to check certain books.  I had to refresh and then it let me scroll down.  Otherwise, I like the option of being able to look at the flyer and having items shipped to my home so that they are not lost at the school. or if we need to go virtual with the pandemic.  Thank you for making these changes.  I have always loved Scholastic book club.",,
2,How do I enroll children with different teachers? I tried to a child to my account but was not asked for the teacher code.  I could not figure how to see a classroom wishlist,,
5,Love the online option - so easy and fast!  Thank you!,,
5,Great site!,,
5,"Was a little overwhelming to sort through the flyers and try to present options to my kindergartner, but got it done!",,
5,Much easier to use this year.,,
1,Congratulations- my new password for this site contains the words This is stupid.  I have been a parent ordering books for almost 10 years and the absolutely ridiculous crap I had to go through to log back in after forgetting my password was exceedingly frustrating.  What a waste of my time.  Next time I will go to the bookstore or library to get my kidsâ€™ books.  The drive will take less time.  I couldnâ€™t even complete my order before this stupid survey popped up.,,
5,I love being able to submit my child's order and pay for it online and have it shipped  to his classroom teacher!!,,
5,"Wish entire book orders could arrive at the same time. I get partial orders for some kids, and itâ€™s hard to send fulfilled orders home with just some kids, and partial orders with others. I try to keep partial orders until I have all their books, but have to refer to the order history online to see if their order is complete or if there are more coming.  Takes a bit more time to,cross check the orders.",,
4,"Still getting used to using the online, but I was not able to get back to the teachers list after I chose some books. Not sure if that's a user issue but I wish there was a visible tab to get back to that after making selections and checking my cart to see what my total was at. my intention was to spend 25 and then spend the $5 on a book for the teacher and I could figure out where her requests were.",,
5,very easy and user friendly,,
5,"I appreciate the opportunity to offer my students a variety of books to purchase.  I would like to see ""small group"" sets of books for my new grade level to purchase.",,
3,"After selecting a book description, it's difficult to get back to the page where you can select a different flyer.    I would prefer more individual books instead of a pack of several.",,
3,I wanted to see more books beyond my child's grade.  The options were confusing to figure out and looked like that same books over and over again.,,
5,Having the paper order form from the teacher makes searching for books and putting in order quick and easy!,,
2,"After my order as a parent, the email gave me a link to check the status of my order.   However, I an unable to find anywhere on this site where I can do that!",,
2,"First, what the heck is the difference between a book fair and a book store? Why does it still look like I'm benefiting my niece's old school from past years, when I tried to sign up with my daughter's new school? Your flyers stopped loading for me after I'd looked at several. The cart doesn't have an easily visible total... I have to scroll all the way to the bottom, which feels like extra work when I just want to know where things stand before I add more books (or subtract some).",,
4,I couldn't add the free book from the mobile site it wouldn't let me scroll down to submit.  So i had to pull it up on my laptop to get the free book saved.,,
4,"Last year when the orders arrived, each child's order was printed on a tear apart slip. This made it easy and efficient to sort large orders and ensure that all of the correct books were sent with each child. We also were able to send this slip with the books as a receipt showing the parent that they had received all we have record of them ordering,    This order I received had three pages of books listed and some of the student orders were in different places on different pages,    If possible, the tear apart slips or a place online to reference the orders would be great!  Thanks for all you do,  Melanie Coffelt",,
4,Wondered what to do about out of stock orders.  I plan to return the student's money,,
4,"I entered the code on the header (READS), but when I tried to check out it says the code has expired.",,
5,I absolutely love this company. I know that last year you had difficulties that were outside your reach. But this year I've already placed one order and received it in record time. Keep up the great job.,,
4,"I like the books available. I like that you can find books by age, grade and level.",,
2,"Signing in to do book fairs vs bookclubs and then being a teacher in one school, having two kids in another, another kid in another, and then being the Book Fair chair for a different school. It's so difficult! I've already messaged for assistance.",,
5,Just checking up on my class order which is due later this week.,,
3,"Even after typing in the title of the book that I was looking for, the site took a long time to find the item.",,
5,Website is easy to use.,,
4,"The book that I wanted to order is out of stock.  No details as to when it will be back in stock.  Usually, companies would send you information when the item is back in stock.  Disappointed.",,
4,unsure how to submit student paper order with ease. Also thought it was silly there is a shipping limit. Should be free shipping for all,,
4,"I don't see many books on the home page of the website.  For overall browsing purposes, I prefer to flooded with options as a consumer.",,
3,very smooth website for a technologically challenged individual such as myself.,,
3,"the promotion code,advertised all over the site is not working",,
5,Would not let me enter free book selection on a $176.00 order.,,
1,"If you are going to advertise a promotion like READS, you should take it down if it's no longer available, which is the message that appears in my cart when I am ordering well over the required amount.   You're being very misleading in your advertising.   But for supporting our teacher through the promotion you are giving to teachers whose parents place orders before September 30th, this experience makes me not want to shop from Scholastic again.",,
1,This was such a terrible experience.  What books come in the five book bonus pack? How do you pay for the dollar books?  How does the teacher  purchase books for the classroom from the flyer?  What are thee bonus points for? If I send you the paper order how do I know who gets what? Come on scholastic- make it stress free for the teacher too!,,
5,Looking forward to ordering book for this school year.,,
4,I love that the teachers get a book for the class!,,
4,The page was slow to load. Not sure if it was the website or my computer though.,,
5,I found a book to add to the wish list. I will likely order it when I make my next book order.,,
3,"Some book bundling deals are awkward and too pricey. Overall, the inventory sometimes feels limited on this site.",,
5,would like to see individual book options if they are also in a pack: otherwise we end up with duplicates. thanks!,,
3,Hard to search for books.,,
3,Sometimes the site is confusing to navigate between the clubs and regular inventory.,,
5,Representative was very helpful in checking my account to be sure it was still active,,
4,I would love to see Reading Group Book sets for lower GRL levels A-D.,,
3,"i searched the graphic novel of i survived the attacks of september 11, 2001 and nothing came up",,
5,I will most likely submit an order this month. The only reason I didn't do it today is because I am waiting for my class due date before I submit.,,
5,"My class and I love Scholastic Book Clubs! I know shipping was a nightmare during covid but I ordered many books last year for my class and parents and I both had an easy time doing so. The books eventually got to us :) I hope this year is a bit quicker with shipping. I really encourage my parents to utilize these cheap prices. I call it BOOK DAY when our orders come in and I get books for everyone so no one feels left out. Each month it is a BIG deal to get our scholastic book orders in! Thank you!    Nicole Jones  First Grade Teacher  Hampton, NJ  UTES",,
5,super easy to find books and place order,,
4,"Since the pandemic, I have not been getting the student flyers sent to school.  I REALLY want them to generate more orders.  PLEASE send them to school.  I emailed last year and sat on hold for a time to talk to a Rep about this and still have not received the paper flyers.",,
4,"I'd love Free shipping, or some bonus to get free shipping.  I can't control whether many of my students order books or not.  With a $25 minimum, I have to send the book orders home less often to be sure more kids order books, so that I don't have to pay for shipping.  I'm just not willing to spend my money to pay shipping for my students' books.    Maybe there could be a minimum order amount for individual families to order and have it sent to school or home??",,
5,I placed an order for my class yesterday 9/16/2022 by phone. I did not have any online orders. However a student placed an on line order this morning so I placed this order today. It was very easy to place this on line order.,,
5,It was very easy to place my order today on line.,,
5,NA,,
5,Pretty slick being able to add in the item number from the book order to add to my cart! Did not have to search very far for the items I wanted to purchase!,,
3,Very difficult to navigate website and put in the information to access the flyer (and to put in the code for my daughter for new teacher) so that I could order the books that my child liked from the flyer.,,
5,"Just wondering if parents could be prompted to select a free book when their order is over $25.  I have a family that earned a free book, but didn't make a selection.  It would be nice if they could be prompted for these rewards just like teacher's have on their checkout page.",,
1,"The system would not allow me to place and order and ship to my home.  The children are in the middle of a nasty divorce, and I would like to have the books shipped to my home.  If the father receives the books, he will not return them.  Additionally, I order other items for Christmas and Birthdays, as well as for other grandchildren.  I would like those to be a surprise.  The system should allow me the option to ship to my home and pay for it.",,
2,"The links provided on the flyer didnâ€™t work. I had to search and find the site , navigation was frustrating.",,
5,Quick and easy ordering.  I like that you can add items by order number.  Reviews of items help to make purchase decisions easier.,,
3,Could not get the site to work on the Chrome browser even with cookies unblocked.,,
3,First time user -- super easy process!,,
1,Website is slow to respond and download.,,
3,Seemed hard to search for books.,,
5,"I often struggle with on-line sites and orders.  This by far was one of the easiest transactions I have encountered,  Kudos to all involved.",,
4,I couldn't locate my child's teacher class code.,,
5,I love Schoastic and so do my students!,,
5,I like being able to type the codes from the flyer and finding the books right away!,,
5,I have changed grade levels. I want to continue to improve literacy with my ELL and regular education students.,,
5,Love Scholastic Book Club since I was a child. As a teacher I am trying to show how wonderful books are and where they can buy them.,,
5,thank you..nice and eazy...,,
4,Browsing to look at the books circled from flyer will come back to complete my order later.,,
5,I couldn't complete my order because one of the student order was out of stock and I had to contact the parent to see if they wanted to change their order or get reimbursed. I used the chat feature for the first time.  I really like that feature.,,
3,The only issue was having the Feedback and Live Chat on the right side made it difficult to move up and down the page on my laptop.,,
1,signing up i did not get points or neither did the person who shared. Also the sign up was really buggy.,,
5,Much easier to order online than it is to submit orders the old fashioned way like I used to have to do when I was in school!,,
4,Free book selection should be larger,,
5,We like searching by flyer and by other lists. Thanks!,,
4,the email that is associated with my account isn't a valid email for some reason.  i could't change my forgotten password because the email isn't correct.,,
3,"There is a black rectangle on the THANK YOU FOR YOUR ORDER page with the word PRINT that did not print. I chatted with your rep Christopher, but he was unable to fix the problem. He said he would submit it to your tech people.",,
5,"I was trying to use the READS code for the free book for several weeks and it kept saying ""expired"" but it wasn't... Finally got it to work! Thanks for the free book.",,
3,need to change teacher so they get the credit,,
4,I want to know how to get flyers,,
5,Great way to support our teachers and enhance literacy skills!,,
4,trying to update my grade level to kindergarten so I could share the link with parents. I used the chat feature and the associate checked it for me. It was kindergarten on one screen but still said 1st on the other. Associate checked and confirmed profile on your side and suggested I clear my cache on my end.,,
3,how about some tutorial videos on how to...?,,
5,Scholastic has always been special to me and my students. Ordering is easy for my families and myself as the teacher.  We love scholastic!,,
3,"It is just not easy to find things on your website. Since I work on line, I need to be ale to quickly and easily see if  my students have made orders so that I can submit them.  That is not an easy thing to find.",,
3,"I ordered some books for my younger son because his teacher sent home a book order. So I connected him to his teacher's class. I then did the same with my older son because he wanted some books as well, but his teacher never actually gave us a book order or mentioned that she was putting one in.  I was just able to find her name in the website when I went to connect him to a teacher. Today, my younger son came home with his book order, but my older son did not. My older son's order still just says ""Submitted to teacher."" Is there something else that I need to do?",,
3,I appreciated the pop-up to add items directly to the cart from the home page.,,
4,DON'T SEE HOW TO SHARE FLYER WITH A PARENT,,
5,I like that parents can order online under the class code!!,,
1,When I click sign in a white blank box comes up and I am unable to sign in.  I can sign in at my school but not at home. I tried connecting to my hotspot- that didn't work either. Why can I not sign in at home?,,
5,Prices are too high. Not willing to pay $6-8 for a paperback book.,,
5,I love Scholastic!!,,
3,"Just hard to find something that I think she will enjoy, thats at her level. Shes 8 and a good reader but many books seem to young for her (picture books) and she doesn't enjoy graphic novels. I only want  to buy books that will get reread,  otherwise we just go to the local library  cheaper for me and less clutter at home.",,
5,Wish it would let me order for my 8th grader and just send them home or to the school.,,
4,The only difficulty is shopping or making Teacher Selections by level. I wish there was a way to search books by reading level.,,
4,I thought this was pretty straight forward. My only thing was that it took me a moment to find the button to see all books in the age group I selected rather than just a sample of what was available. Once I saw that link everything else was easy.,,
5,"My customer # has changed, and the number of spaces for my customer # is different than what is on the envelope.",,
5,"When I tried to download my Family Letter, it would not open to the letter. The site stated it was not found.",,
5,I see there is now a minimum $25 in order to receive the free shipping. There are times I have had only a couple parents order and my total amount is under this. I as a teacher would NOT want to incur the $6.50 S&H fee.,,
5,always an easy process to order books. the kids get so excited,,
4,If it is possible to look at books by theme a little easier it would be nice.,,
4,not enough books displayed on a page when looking at fiction books.  Too many pages to click through.,,
1,And whereâ€™s the pre-k or early childhood site? I tried to order but I was told by the website that I was wrong,,
4,When selecting free books it would be nice to see the covers and authors.,,
5,I retired and then came back part time and I am so excited that my new school allows Scholastic books clubs!!  Thank you!,,
5,For holidays I like to purchase my students a book such as Spookley the Square Pumpkin or Twas the Night Before Christmas.  The last few years many of these popular books are only offered in book bundles instead of individually.  Could you please also offer books individually so that we may purchase these classics for our entire class.,,
4,"There was a $1 books offer that opened to me, but when I switched pages I couldn't find it again. I was going to go back and get some but couldn't access it easily. Otherwise no problems.",,
1,Why aren't the club and teacher site connected. Very lame.,,
5,love the book variety,,
5,I love it,,
5,site is user friendly and so convenient,,
5,Hoping the delayed shipping issues of last year are no longer around! Kids always excited for books to arrive and the 6 weeks of last year was a bit long to wait!,,
1,I have just placed my last order with your company.  You failed to honor your advertised rewards for teachers when students place orders.  I'm done with your company.  My time is too valuable to do your advertising for free.  No more!  Do not send me any more flyers.  I am done!,,
4,A book that my child wanted was out of stock,,
5,"hi just got the flyers i requested but I guess I didn't ask for the Lucky flyers or any that would be good for second graders.    In the future could you please send me any flyers See Saw, Lucky, you can be a reader, that  second graders would order from...  Thanks   Sarah Cox  2nd grade teacher  Holland Hall School  5666 E. 81   Tulsa, Ok 74137",,
3,Iâ€™m also a teacher so I love scholastic books,,
3,"the suggestions of books are very small, and it should have an option to search books by themes.",,
2,It would not let me spend the $5 in free books. We picked a $2 book and a $3 book but it would not let me order the two books.,,
1,I am frankly disgusted by Scholastic's false promises of free books for teachers.  I am far to busy to waste my time on nonsense.  I will inform my classroom parents that Scholastic has repeatedly failed to uphold its promises to reward teachers with free books for student purchase therefore I will no longer distribute monthly book order forms.  They can go to retail book shops in the future.,,
